DHSCLUST,goes_out,neglect_children,Urgues,Refuse_sex,Burns_Food,Overall
10,0,0,0,0,0,0
11,1,1,1,1,0,1
11,1,1,1,0,0,1
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,1,0,0,0,1
11,0,0,0,0,0,0
11,1,1,1,1,1,1
11,0,1,1,0,0,1
11,0,0,0,0,0,0
11,0,0,1,1,0,1
11,0,0,0,0,0,0
11,1,1,1,1,0,1
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,1,0,0,0,1
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,1,0,0,0,1
11,1,0,0,0,0,1
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,1,1,1,1,0,1
11,1,1,1,1,1,1
11,1,1,1,1,0,1
11,1,1,0,0,0,1
11,1,1,0,0,0,1
11,0,0,0,0,0,0
11,1,1,1,1,1,1
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,0,0,0,0,0
11,0,1,1,1,1,1
11,1,1,0,1,1,1
12,0,0,0,0,0,0
12,0,1,1,1,0,1
12,0,0,0,1,0,1
12,0,0,0,0,0,0
12,0,0,0,0,0,0
12,0,0,0,0,0,0
12,0,0,0,0,1,1
12,0,0,0,0,0,0
12,0,1,0,0,0,1
12,1,1,1,0,0,1
12,0,0,0,0,0,0
12,0,0,0,0,0,0
12,0,0,0,0,0,0
12,0,0,1,0,0,1
12,1,0,1,0,0,1
12,1,0,0,0,0,1
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,0,0,0,0,0
13,0,1,0,0,1,1
13,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,1,1,1,1,1,1
14,0,0,0,1,0,1
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,1,0,1
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,1,1,1,1,1,1
14,0,0,0,0,0,0
14,1,1,,0,0,1
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
15,1,1,1,1,0,1
15,0,0,0,0,0,0
15,0,0,0,0,0,0
15,1,1,0,0,0,1
15,0,0,0,0,0,0
15,0,0,0,0,0,0
15,0,0,0,0,0,0
15,1,0,1,0,0,1
15,0,0,0,0,0,0
15,0,0,1,0,0,1
15,1,1,1,0,0,1
15,0,0,0,0,0,0
15,0,0,0,0,0,0
15,0,1,0,0,0,1
16,0,0,0,0,0,0
16,1,1,1,0,1,1
16,0,0,0,0,0,0
16,0,0,0,1,0,1
16,1,0,1,1,0,1
16,0,0,0,0,0,0
16,0,0,0,1,1,1
16,0,0,0,0,0,0
16,0,1,0,0,0,1
16,0,0,0,0,0,0
16,0,0,0,0,0,0
16,0,0,0,0,1,1
16,0,1,1,0,0,1
16,0,0,0,0,0,0
16,1,1,1,1,0,1
16,0,0,0,0,0,0
16,1,0,0,0,0,1
16,0,0,0,0,0,0
16,0,0,0,0,0,0
16,0,0,0,0,0,0
16,0,1,1,0,0,1
16,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
17,0,0,0,0,0,0
17,1,1,1,1,0,1
17,0,0,0,0,0,0
17,1,1,1,1,1,1
17,0,0,0,0,0,0
17,0,0,0,0,0,0
17,0,1,0,0,0,1
17,0,1,0,1,0,1
17,0,0,0,0,0,0
17,0,0,0,0,0,0
17,0,0,0,0,0,0
17,0,0,0,0,0,0
17,1,1,0,1,0,1
17,1,1,1,1,0,1
17,0,0,0,0,0,0
17,1,1,1,0,1,1
17,1,1,1,1,0,1
17,0,0,1,0,0,1
17,1,1,1,1,1,1
17,1,1,1,1,0,1
17,0,0,0,0,0,0
17,1,0,0,0,0,1
17,0,0,0,0,0,0
17,0,0,0,1,0,1
1,1,1,1,0,0,1
1,1,1,1,0,1,1
1,0,0,0,0,0,0
1,0,0,0,0,1,1
1,1,1,1,1,1,1
1,0,0,0,0,0,0
1,1,1,0,0,0,1
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,1
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,0,,0,0,1
1,0,0,0,0,0,0
1,1,1,1,0,1,1
1,0,1,1,0,0,1
1,0,1,0,0,0,1
1,0,0,0,0,0,0
1,0,1,0,1,0,1
1,0,0,0,0,0,0
1,0,1,1,0,1,1
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,1,0,0,0,1
20,0,0,0,0,0,0
20,1,1,0,0,0,1
20,1,1,1,0,0,1
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,1,1,0,0,0,1
20,0,0,0,0,0,0
20,1,1,0,1,0,1
20,1,1,1,1,0,1
20,0,0,0,0,0,0
20,1,1,0,1,0,1
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,0,0,0,0,0,0
20,1,1,0,0,0,1
20,,,,,0,0
21,1,1,1,1,1,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,1,1,1,1,1,1
21,0,0,1,0,0,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,1,1,1,1,1,1
21,0,0,1,0,0,1
21,0,0,0,0,0,0
21,1,0,0,0,0,1
21,0,0,0,0,0,0
21,0,0,1,0,0,1
21,1,1,1,1,1,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,0,0,0,1,1,1
21,0,0,0,0,0,0
21,0,1,1,1,1,1
21,1,1,1,1,1,1
21,1,1,1,1,1,1
21,0,0,0,0,0,0
21,1,1,1,0,1,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,0,1,0,0,0,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,1,1,0,0,1,1
21,0,0,0,0,0,0
21,0,0,0,0,0,0
21,1,1,1,0,0,1
21,0,0,0,0,1,1
21,0,0,0,0,0,0
21,1,1,1,1,1,1
21,1,1,1,1,1,1
21,0,0,0,1,1,1
21,0,0,0,0,0,0
22,1,1,1,1,1,1
22,0,0,0,0,0,0
22,0,0,0,0,0,0
22,1,1,1,1,1,1
22,0,0,0,1,0,1
22,1,1,1,1,0,1
22,0,0,0,0,0,0
22,0,0,0,0,0,0
22,0,0,0,0,0,0
22,1,1,1,1,1,1
22,0,0,1,0,0,1
22,1,0,0,0,0,1
22,0,0,0,0,0,0
22,1,1,0,1,0,1
22,0,0,0,0,0,0
22,1,1,1,1,1,1
22,0,0,0,1,0,1
22,0,0,0,0,0,0
22,0,0,0,0,0,0
22,0,0,0,0,0,0
22,1,1,1,1,0,1
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,1,1,1,0,0,1
23,1,1,1,1,1,1
23,0,0,0,0,0,0
23,0,1,0,0,0,1
23,0,0,1,0,0,1
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,1,0,0,0,1
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
24,1,1,1,1,1,1
24,0,0,0,0,0,0
24,0,0,0,0,0,0
24,0,0,0,0,0,0
24,0,1,0,0,0,1
24,1,1,0,0,0,1
24,1,1,1,0,0,1
24,0,0,0,0,0,0
24,1,1,1,1,1,1
24,1,1,1,0,0,1
24,0,0,0,0,0,0
24,0,0,0,0,0,0
24,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,1,0,0,0,1
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,,,,,,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
25,0,0,0,0,0,0
26,1,1,1,0,0,1
26,1,1,0,0,0,1
26,1,1,1,0,0,1
26,0,0,0,0,0,0
26,0,0,0,0,0,0
26,0,1,1,0,0,1
26,0,0,0,0,0,0
26,0,1,1,1,1,1
26,0,0,0,0,0,0
26,1,1,0,0,0,1
26,0,0,,0,0,0
26,1,1,0,0,0,1
26,0,0,0,0,0,0
26,0,1,1,0,0,1
27,1,1,1,1,1,1
27,1,1,0,0,0,1
27,0,0,1,1,0,1
27,0,0,1,1,0,1
27,1,1,1,1,1,1
27,0,0,0,0,0,0
27,0,0,0,1,0,1
27,0,0,1,1,1,1
27,1,1,1,1,0,1
27,,0,0,,0,0
27,0,1,1,1,0,1
27,0,0,0,0,0,0
27,1,1,1,0,0,1
27,0,0,0,0,0,0
27,1,1,1,1,1,1
27,1,0,0,0,0,1
27,1,1,1,1,1,1
27,1,1,1,0,0,1
27,1,1,1,1,1,1
27,1,1,1,1,0,1
27,0,0,0,0,0,0
27,0,1,1,0,0,1
27,1,1,1,1,1,1
27,0,0,0,0,0,0
27,0,1,1,1,0,1
27,0,0,0,0,0,0
27,0,0,0,0,0,0
27,0,0,0,0,0,0
27,0,0,0,0,0,0
27,1,1,1,1,1,1
27,1,1,1,1,1,1
27,1,1,1,1,1,1
27,1,1,1,1,0,1
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,1,1,0,0,0,1
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
2,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,,,,,,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,1,0,0,0,1
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,1,0,1,1
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,1,1
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,1,1,0,0,0,1
30,1,1,1,0,1,1
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,0,0,1,1,0,1
30,0,1,1,0,0,1
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,1,1,0,0,0,1
30,0,0,1,0,1,1
30,1,1,1,0,0,1
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,0,0,0,0,0,0
30,0,1,1,0,0,1
30,0,0,0,0,0,0
31,0,1,1,0,0,1
31,0,1,1,0,0,1
31,0,0,0,0,0,0
31,0,1,1,0,0,1
31,0,0,0,0,0,0
31,1,1,1,1,1,1
31,0,1,1,0,0,1
31,1,1,1,1,1,1
31,0,1,0,1,0,1
31,0,0,0,0,0,0
31,1,1,1,1,1,1
31,1,1,1,1,1,1
31,1,1,1,1,1,1
31,1,1,1,1,1,1
31,0,1,1,0,0,1
31,0,0,0,0,0,0
31,1,1,1,,1,1
31,0,1,0,0,0,1
31,1,1,1,1,1,1
31,0,0,0,0,0,0
31,1,0,1,1,1,1
31,1,1,1,1,1,1
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,1,1,1,0,1
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,1,0,0,0,0,1
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,1,0,0,0,0,1
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,0,0
33,0,0,0,0,1,1
33,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,1,0,0,0,1
34,0,0,1,0,0,1
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,1,1,1
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,1,1,1,1,1,1
34,1,1,1,1,1,1
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
35,1,1,0,0,0,1
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,1,0,0,0,1
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,1,1,0,0,1
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
36,0,0,0,0,0,0
37,1,1,1,1,0,1
37,0,1,0,0,0,1
37,0,0,0,0,0,0
37,0,0,0,0,0,0
37,0,1,0,0,0,1
37,0,0,0,0,0,0
37,0,0,0,0,0,0
37,0,0,0,0,0,0
37,0,0,0,0,0,0
37,1,1,0,0,0,1
37,1,1,0,0,0,1
37,0,1,0,0,0,1
37,0,0,0,0,0,0
37,0,0,0,0,0,0
37,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,1,0,0,0,1
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
3,0,1,0,0,0,1
3,0,0,0,0,0,0
39,1,1,0,1,0,1
39,0,0,0,0,0,0
39,1,1,0,1,0,1
39,1,1,1,0,0,1
39,1,1,1,1,0,1
39,1,1,0,0,0,1
39,0,1,1,1,0,1
39,0,0,0,0,0,0
39,1,1,0,1,0,1
39,0,0,0,0,0,0
39,0,0,0,0,0,0
39,1,1,1,1,0,1
39,0,0,0,0,0,0
39,0,0,0,0,0,0
39,0,0,1,0,0,1
39,1,1,0,0,1,1
39,0,0,0,0,0,0
39,0,0,1,1,0,1
39,0,0,0,1,0,1
39,0,0,0,0,0,0
39,1,1,0,0,0,1
39,0,0,0,1,0,1
39,0,0,1,1,0,1
39,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,1,0,0,0,1
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,,0,,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,0,0,0,0,0,0
41,1,1,0,0,0,1
41,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,1,1,0,0,0,1
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,1,0,1,1,0,1
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,1,1
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,1,0,1,0,1
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,0,0,1,1,0,1
44,1,1,0,1,0,1
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,1,0,0,0,0,1
44,1,1,1,1,0,1
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,1,1,1,1,1,1
44,1,1,1,0,0,1
44,1,1,1,0,0,1
44,0,0,0,0,0,0
44,1,1,1,0,0,1
44,1,1,1,0,0,1
44,0,0,0,0,0,0
44,1,1,1,1,0,1
44,1,1,1,1,0,1
44,0,0,0,0,0,0
44,0,1,0,0,0,1
44,0,0,0,0,0,0
44,0,1,0,0,0,1
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,1,1,1,1,1,1
44,1,1,0,0,0,1
44,0,0,0,0,0,0
44,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,1,1,1,0,1
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,1,0,0,0,0,1
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,1,0,0,1
45,1,1,1,1,1,1
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,1,1,1,1,1,1
45,1,1,1,1,1,1
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,1,1,0,0,0,1
45,1,1,0,0,0,1
45,1,1,0,1,0,1
45,0,0,0,0,0,0
45,0,0,0,0,0,0
45,0,0,0,0,0,0
46,1,1,1,0,1,1
46,0,0,0,0,0,0
46,1,0,1,0,0,1
46,1,0,1,0,0,1
46,0,0,1,0,0,1
46,0,0,0,0,0,0
46,1,1,0,0,0,1
46,1,1,1,1,0,1
46,0,0,0,0,0,0
